Provider,DeductibleAmtPaid_mean,DeductibleAmtPaid_max,NoOfMonths_PartACov_mean,NoOfMonths_PartBCov_mean,OPAnnualReimbursementAmt_mean,OPAnnualReimbursementAmt_max,OPAnnualReimbursementAmt_sum,OPAnnualDeductibleAmt_mean,OPAnnualDeductibleAmt_max,OPAnnualDeductibleAmt_sum,ClaimCounts,Gender,ClaimPeriod,RaceOneFrac,MajorRace,RenalDiseaseIndicator,Age,uniqBeneCount,ClmsperBene,TotalInscClaimAmtReimbursed,MeanInscClaimAmtReimbursed,MaxInscClaimAmtReimbursed,uniqATPhysnCount,ClmsperATPhysn,uniqOPPhysnCount,ClmsperOPPhysn,uniqOTPhysnCount,ClmsperOTPhysn,InClmsPct,StateCount_Uniq,MajorState,CountyCount_Uniq,MajorCounty,TotalIPAnnualReimbursementAmt,MeanIPAnnualReimbursementAmt,MaxIPAnnualReimbursementAmt,TotalIPAnnualDeductibleAmtdf,MeanIPAnnualDeductibleAmt,MaxIPAnnualDeductibleAmt,MaxHospitalDays,MedianHospitalDays,MeanHospitalDays,Chronic_Alzheimer_Frac,Chronic_Heartfailure_Frac,Chronic_KidneyDisease_Frac,Chronic_Cancer_Frac,Chronic_ObstrPulmonary_Frac,Chronic_Depression_Frac,Chronic_Diabetes_Frac,Chronic_IschemicHeart_Frac,Chronic_Osteoporasis_Frac,Chronic_rheumatoidarthritis_Frac,Chronic_stroke_Frac,Deceased_Frac,PotentialFraud
PRV52590,589.2367149758454,1068.0,11.942307692307692,11.947115384615383,2312.2115384615386,36240,480940,621.1538461538462,6440,129200,208,0.457,4.452,0.837,1,0.274,74.0,190,1.0947368421052632,1227580,5901.826923076923,89000,3,69.33333333333333,3,69.33333333333333,1,208.0,0.5528846153846154,1,14,2,530,2859710,13748.60576923077,90500,322900,1552.4038461538462,7476,27.0,2.0,3.394230769230769,0.4759615384615384,0.6730769230769231,0.5625,0.2115384615384615,0.4278846153846153,0.5240384615384616,0.7692307692307693,0.8317307692307693,0.3798076923076923,0.3317307692307692,0.1971153846153846,0.0,1
PRV55495,502.5882352941176,1068.0,12.0,12.0,1433.137254901961,12860,73090,485.2941176470589,4070,24750,51,0.431,3.451,0.922,1,0.216,75.0,51,1.0,282660,5542.35294117647,46000,36,1.4166666666666667,14,3.642857142857143,15,3.4,0.4705882352941176,3,52,12,780,682180,13376.078431372547,68720,81012,1588.470588235294,10204,31.0,0.0,2.803921568627451,0.3725490196078431,0.5490196078431373,0.4901960784313725,0.1176470588235294,0.4705882352941176,0.4705882352941176,0.7843137254901961,0.803921568627451,0.2549019607843137,0.4117647058823529,0.2156862745098039,0.0,1
PRV55057,2.9971181556195967,100.0,11.896253602305476,11.878962536023057,2181.296829971181,30720,756910,696.0518731988473,9040,241530,347,0.432,2.738,0.7,1,0.277,74.0,146,2.3767123287671232,94560,272.507204610951,9200,6,57.833333333333336,6,57.833333333333336,6,57.833333333333336,0.0,3,33,10,760,733600,2114.121037463977,32000,97188,280.0806916426513,2136,0.0,0.0,0.0,0.3400576368876081,0.590778097982709,0.4034582132564842,0.1210374639769452,0.2968299711815562,0.4639769452449567,0.7550432276657061,0.7780979827089337,0.4005763688760806,0.3198847262247838,0.1412103746397694,0.0028818443804034,1
PRV51148,110.3161094224924,1068.0,11.963636363636365,11.957575757575755,2557.3636363636365,39790,843930,752.1212121212121,8070,248200,330,0.436,2.848,0.83,1,0.248,75.0,263,1.254752851711027,488660,1480.7878787878788,37000,60,5.5,28,11.785714285714286,39,8.461538461538462,0.103030303030303,12,50,25,660,1621790,4914.515151515152,116220,170688,517.2363636363636,12272,16.0,0.0,0.5181818181818182,0.3363636363636363,0.5909090909090909,0.4090909090909091,0.1787878787878788,0.2848484848484848,0.4272727272727272,0.6878787878787879,0.7666666666666667,0.3272727272727272,0.3121212121212121,0.0939393939393939,0.0,1
PRV57297,1068.0,1068.0,12.0,12.0,2212.5,5010,17700,200.0,910,1600,8,0.25,6.5,0.875,1,0.375,73.0,8,1.0,53000,6625.0,12000,1,8.0,1,8.0,0,-99.0,1.0,1,49,4,961,151320,18915.0,51810,19224,2403.0,6408,26.0,3.5,6.5,0.5,0.625,0.625,0.125,0.375,0.625,0.875,0.875,0.25,0.375,0.125,0.0,1
PRV54742,129.8664546899841,1068.0,11.97463002114165,11.945560253699789,2353.65221987315,31590,4453110,642.737843551797,8460,1216060,1892,0.458,2.885,0.826,1,0.197,75.0,989,1.9130434782608696,2969530,1569.519027484144,125000,15,126.13333333333334,15,126.13333333333334,3,630.6666666666666,0.1220930232558139,7,39,35,700,10921060,5772.23044397463,125240,1283788,678.5348837209302,35204,36.0,0.0,0.8054968287526427,0.3911205073995771,0.5998942917547568,0.4186046511627907,0.1379492600422833,0.3023255813953488,0.4223044397463002,0.7299154334038055,0.7822410147991543,0.3102536997885835,0.3012684989429176,0.1178646934460888,0.0021141649048625,1
PRV51401,186.0,1068.0,12.0,12.0,2958.333333333333,24270,124250,896.9047619047619,7930,37670,42,0.595,4.357,0.81,1,0.262,72.0,42,1.0,91520,2179.04761904762,27000,34,1.2352941176470589,14,3.0,13,3.230769230769231,0.1904761904761904,8,54,19,999,373160,8884.761904761905,76460,35540,846.1904761904761,6272,25.0,0.0,1.5714285714285714,0.4047619047619047,0.6190476190476191,0.5238095238095238,0.1428571428571428,0.2857142857142857,0.4285714285714285,0.8333333333333334,0.8095238095238095,0.4285714285714285,0.3809523809523809,0.119047619047619,0.0,1
PRV55912,599.1588785046729,1068.0,11.32710280373832,11.88785046728972,2329.626168224299,52900,249270,557.8504672897196,8750,59690,107,0.467,5.383,0.785,1,0.308,75.0,100,1.07,750080,7010.093457943925,52000,68,1.5735294117647058,30,3.566666666666667,24,4.458333333333333,0.5607476635514018,6,39,39,800,1420920,13279.626168224298,72500,148908,1391.6635514018692,7204,28.0,3.0,4.186915887850467,0.4485981308411215,0.5700934579439252,0.5420560747663551,0.2523364485981308,0.4299065420560747,0.4579439252336448,0.7570093457943925,0.8785046728971962,0.3177570093457944,0.3364485981308411,0.2149532710280373,0.0186915887850467,1
PRV51857,476.7857142857143,1068.0,12.0,11.736842105263158,2110.3508771929824,20870,120290,565.9649122807018,5090,32260,57,0.439,3.825,0.895,1,0.211,70.0,47,1.2127659574468086,383490,6727.894736842105,57000,24,2.375,7,8.142857142857142,11,5.181818181818182,0.4561403508771929,5,28,14,900,916010,16070.350877192985,66400,67148,1178.0350877192982,5340,36.0,0.0,2.824561403508772,0.4385964912280701,0.5964912280701754,0.4385964912280701,0.2280701754385964,0.5614035087719298,0.4035087719298245,0.7017543859649122,0.7894736842105263,0.4561403508771929,0.3684210526315789,0.0526315789473684,0.0,1
PRV56231,128.8,1068.0,11.822222222222225,11.933333333333334,1728.7777777777778,13110,466770,527.5185185185185,5170,142430,270,0.396,2.322,0.744,1,0.163,71.0,198,1.3636363636363635,408720,1513.7777777777778,57000,23,11.73913043478261,20,13.5,8,33.75,0.1185185185185185,2,42,24,440,1257680,4658.074074074074,76000,144680,535.8518518518518,5340,22.0,0.0,0.662962962962963,0.4444444444444444,0.5555555555555556,0.4148148148148148,0.137037037037037,0.2666666666666666,0.4296296296296296,0.7222222222222222,0.6925925925925925,0.3518518518518518,0.4,0.0851851851851851,0.0,1
PRV52002,135.20855614973263,1068.0,11.872340425531917,11.936170212765957,2142.074468085106,23760,402710,653.9893617021277,7430,122950,188,0.441,3.484,0.75,1,0.229,75.0,180,1.0444444444444445,343260,1825.851063829788,57000,107,1.7570093457943925,37,5.081081081081081,54,3.4814814814814814,0.1276595744680851,12,54,30,999,1295110,6888.882978723404,57000,134046,713.0106382978723,11408,36.0,0.0,1.0159574468085106,0.4202127659574468,0.5585106382978723,0.4202127659574468,0.1648936170212765,0.2659574468085106,0.526595744680851,0.7074468085106383,0.7712765957446809,0.2446808510638297,0.3138297872340425,0.0531914893617021,0.0053191489361702,1
PRV54327,200.4857142857143,1068.0,11.714285714285714,11.5,1448.857142857143,14600,101420,425.0,4940,29750,70,0.4,3.643,0.957,1,0.114,78.0,43,1.627906976744186,195380,2791.1428571428573,57000,36,1.9444444444444444,12,5.833333333333333,15,4.666666666666667,0.1857142857142857,4,54,18,999,874130,12487.57142857143,57120,70220,1003.1428571428572,4272,22.0,0.0,1.2571428571428571,0.5857142857142857,0.5428571428571428,0.4428571428571428,0.1142857142857142,0.4,0.3428571428571428,0.7571428571428571,0.7285714285714285,0.2714285714285714,0.3142857142857143,0.1142857142857142,0.0142857142857142,1
PRV56350,442.86624203821657,1068.0,11.848101265822784,11.99367088607595,2578.670886075949,28780,407430,710.253164556962,5840,112220,158,0.386,4.722,0.949,1,0.19,76.0,119,1.3277310924369747,812530,5142.594936708861,57000,80,1.975,33,4.787878787878788,28,5.642857142857143,0.4177215189873418,7,54,44,999,1626770,10296.012658227848,73600,156772,992.227848101266,21136,25.0,0.0,2.6265822784810124,0.3227848101265823,0.6455696202531646,0.4113924050632911,0.2531645569620253,0.2784810126582278,0.379746835443038,0.7025316455696202,0.8164556962025317,0.2721518987341772,0.2974683544303797,0.1139240506329113,0.0,1
PRV55676,732.8121212121212,1068.0,11.8562874251497,11.892215568862277,2069.940119760479,20650,345680,617.3652694610779,4560,103100,167,0.377,4.311,0.82,1,0.251,73.0,150,1.1133333333333333,1040300,6229.34131736527,42000,64,2.609375,35,4.771428571428571,31,5.387096774193548,0.688622754491018,4,45,35,860,2027820,12142.634730538924,91000,253272,1516.5988023952095,10204,29.0,3.0,3.748502994011976,0.4071856287425149,0.6407185628742516,0.562874251497006,0.1736526946107784,0.4131736526946107,0.467065868263473,0.7724550898203593,0.8383233532934131,0.3293413173652694,0.3592814371257485,0.1796407185628742,0.0059880239520958,1
PRV54925,336.6446280991736,1068.0,12.0,12.0,1913.9344262295083,9260,233500,644.9180327868852,2710,78680,122,0.459,3.656,0.828,1,0.221,73.0,97,1.2577319587628866,478870,3925.163934426229,57000,24,5.083333333333333,12,10.166666666666666,20,6.1,0.319672131147541,2,33,10,900,1116950,9155.32786885246,70000,100392,822.8852459016393,3204,23.0,0.0,1.8770491803278688,0.3934426229508196,0.5819672131147541,0.4180327868852459,0.2049180327868852,0.319672131147541,0.4344262295081967,0.7540983606557377,0.8032786885245902,0.3032786885245901,0.3770491803278688,0.1147540983606557,0.0,1
PRV54336,65.74137931034483,1068.0,11.89655172413793,11.991379310344827,2274.396551724138,11180,527660,672.0689655172414,3030,155920,232,0.539,2.181,0.918,1,0.216,74.0,103,2.25242718446602,232060,1000.2586206896552,48000,29,8.0,14,16.571428571428573,21,11.047619047619047,0.0603448275862069,2,54,18,999,1975890,8516.76724137931,57000,148452,639.8793103448276,4272,36.0,0.0,0.375,0.3793103448275862,0.5431034482758621,0.3793103448275862,0.2413793103448276,0.3534482758620689,0.2974137931034483,0.7198275862068966,0.7586206896551724,0.2241379310344827,0.4353448275862069,0.1163793103448275,0.0,1
PRV53114,512.7037037037037,1068.0,12.0,12.0,8350.344827586207,86980,242160,487.3793103448276,1900,14134,29,0.414,5.172,1.0,1,0.172,74.0,22,1.318181818181818,364680,12575.172413793103,102000,13,2.230769230769231,5,5.8,7,4.142857142857143,0.4827586206896552,1,17,9,984,737990,25447.93103448276,102000,38448,1325.7931034482758,3204,36.0,0.0,3.931034482758621,0.4827586206896552,0.5862068965517241,0.6551724137931034,0.1724137931034483,0.3793103448275862,0.5862068965517241,0.8620689655172413,0.7931034482758621,0.3793103448275862,0.5172413793103449,0.1379310344827586,0.0,1
PRV53900,3.3840304182509504,200.0,11.863117870722434,11.977186311787072,2198.50443599493,26900,1734620,666.4512040557668,6870,525830,789,0.471,2.496,0.862,1,0.219,74.0,317,2.4889589905362777,201850,255.830164765526,3300,10,78.9,10,78.9,7,112.71428571428572,0.0,6,54,23,999,2961480,3753.4600760456274,83000,386552,489.9264892268695,5068,0.0,0.0,0.0,0.4296577946768061,0.6197718631178707,0.4106463878326996,0.1571609632446134,0.3079847908745247,0.4803548795944233,0.6653992395437263,0.7934093789607097,0.2927756653992395,0.3244613434727503,0.1064638783269961,0.0050697084917617,1
PRV54098,35.46666666666667,1068.0,12.0,11.93359375,1553.984375,5900,397820,388.59375,1630,99480,256,0.379,2.25,0.984,1,0.148,76.0,96,2.6666666666666665,120400,470.3125,15000,23,11.130434782608695,10,25.6,15,17.066666666666666,0.03515625,1,24,9,730,1254990,4902.3046875,41400,117208,457.84375,4136,14.0,0.0,0.2421875,0.3046875,0.58203125,0.34765625,0.15234375,0.2890625,0.37109375,0.6875,0.7890625,0.26171875,0.29296875,0.12890625,0.0234375,1
PRV56437,58.90529247910864,1068.0,11.983310152990263,11.965229485396383,2117.1210013908208,31750,1522210,642.739916550765,7630,462130,719,0.369,2.752,0.871,1,0.218,72.0,329,2.185410334346505,469300,652.712100139082,23000,8,89.875,7,102.71428571428572,5,143.8,0.0542420027816411,5,51,18,810,2798050,3891.5855354659247,85060,319860,444.8678720445063,3204,36.0,0.0,0.3560500695410292,0.3769123783031989,0.5841446453407511,0.43115438108484,0.1766342141863699,0.2934631432545201,0.5104311543810849,0.7260083449235049,0.7830319888734353,0.3282336578581363,0.3115438108484005,0.0834492350486787,0.0041724617524339,1
PRV53985,46.263959390862944,1068.0,11.939086294416244,12.0,2724.416243654822,28020,536710,778.6294416243654,5860,153390,197,0.335,3.096,0.909,1,0.34,72.0,62,3.177419354838709,163330,829.0862944162436,31000,8,24.625,7,28.142857142857142,2,98.5,0.0406091370558375,2,23,8,680,1323820,6719.8984771573605,43400,127540,647.4111675126903,6068,27.0,0.0,0.3705583756345177,0.3401015228426396,0.6446700507614214,0.4314720812182741,0.0913705583756345,0.3756345177664975,0.5380710659898477,0.7918781725888325,0.7208121827411168,0.1928934010152284,0.2944162436548223,0.1421319796954314,0.0101522842639593,1
PRV52847,693.1764705882352,1068.0,12.0,11.869565217391305,1872.717391304348,22250,172290,615.0,7630,56580,92,0.391,5.033,0.924,1,0.25,74.0,75,1.2266666666666666,617430,6711.195652173913,57000,20,4.6,10,9.2,6,15.333333333333334,0.6739130434782609,5,52,14,780,1789190,19447.717391304348,92520,152724,1660.0434782608695,6408,35.0,3.5,4.271739130434782,0.5108695652173914,0.6739130434782609,0.5,0.1413043478260869,0.4021739130434782,0.4782608695652174,0.8260869565217391,0.8913043478260869,0.3152173913043478,0.217391304347826,0.1304347826086956,0.0108695652173913,1
PRV57631,1068.0,1068.0,12.0,11.88888888888889,1053.888888888889,4910,18970,417.22222222222223,1590,7510,18,0.389,6.389,1.0,1,0.444,71.0,17,1.0588235294117647,227000,12611.111111111111,34000,1,18.0,2,9.0,2,9.0,1.0,1,52,2,690,329000,18277.777777777777,40000,28836,1602.0,3204,33.0,5.0,6.388888888888889,0.3333333333333333,0.5,0.6111111111111112,0.1111111111111111,0.6111111111111112,0.4444444444444444,0.8888888888888888,0.9444444444444444,0.5,0.4444444444444444,0.1666666666666666,0.0,1
PRV55550,681.3103448275862,1068.0,11.79310344827586,12.0,1335.6896551724135,7000,77470,366.7241379310345,2150,21270,58,0.397,5.552,0.966,1,0.276,78.0,54,1.0740740740740742,453200,7813.793103448276,57000,13,4.461538461538462,6,9.666666666666666,8,7.25,0.6379310344827587,1,36,6,840,701290,12091.206896551725,64000,74760,1288.9655172413793,6408,36.0,3.0,4.862068965517241,0.5,0.6724137931034483,0.5862068965517241,0.2413793103448276,0.4482758620689655,0.5172413793103449,0.7931034482758621,0.7931034482758621,0.3448275862068966,0.2413793103448276,0.0862068965517241,0.0,1
PRV54876,1068.0,1068.0,12.0,12.0,233.3333333333333,400,700,70.0,210,210,3,0.333,11.667,1.0,1,0.667,72.0,3,1.0,58000,19333.33333333333,37000,2,1.5,1,3.0,0,-99.0,1.0,2,45,2,480,78980,26326.666666666668,57880,3204,1068.0,1068,29.0,4.0,11.666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.0,0.3333333333333333,0.0,0.0,1
PRV52100,869.8793969849246,1068.0,11.940298507462687,11.880597014925373,2472.587064676617,23670,496990,698.905472636816,6170,140480,201,0.483,6.393,0.871,1,0.239,74.0,177,1.1355932203389831,1533150,7627.611940298508,57000,35,5.742857142857143,11,18.27272727272728,19,10.578947368421051,0.8159203980099502,8,39,25,590,2959140,14722.089552238804,85780,305412,1519.4626865671642,5072,36.0,4.0,6.1393034825870645,0.4925373134328358,0.681592039800995,0.5671641791044776,0.2238805970149253,0.3930348258706467,0.4577114427860697,0.7910447761194029,0.8756218905472637,0.3880597014925373,0.3134328358208955,0.154228855721393,0.0199004975124378,1
PRV53421,783.6535433070866,1068.0,11.906976744186046,11.906976744186046,2171.1627906976746,34160,280080,619.2248062015503,9180,79880,129,0.434,5.496,0.767,1,0.186,71.0,110,1.1727272727272726,999910,7751.240310077519,57000,25,5.16,7,18.428571428571427,11,11.727272727272728,0.7364341085271318,4,45,21,943,1691710,13114.03100775194,71000,197628,1532.0,7136,36.0,4.0,4.914728682170543,0.3798449612403101,0.7209302325581395,0.4728682170542636,0.2015503875968992,0.4341085271317829,0.4186046511627907,0.751937984496124,0.7596899224806202,0.4031007751937984,0.3023255813953488,0.1705426356589147,0.0,1
PRV56588,395.86567164179104,1068.0,11.95539033457249,11.992565055762082,2622.081784386617,28090,705340,759.0706319702603,7530,204190,269,0.416,4.862,0.747,1,0.238,74.0,251,1.0717131474103585,1030600,3831.226765799257,42000,108,2.490740740740741,35,7.685714285714286,55,4.890909090909091,0.3717472118959107,5,54,40,999,2225680,8273.903345724908,79000,250996,933.0706319702604,9204,36.0,0.0,2.657992565055762,0.3977695167286245,0.6096654275092936,0.4312267657992565,0.1821561338289963,0.3680297397769517,0.4572490706319702,0.7063197026022305,0.7769516728624535,0.2788104089219331,0.3494423791821561,0.0780669144981412,0.0037174721189591,1
PRV56438,505.9236641221374,1068.0,12.0,11.894736842105264,2406.992481203008,20210,320130,662.781954887218,5300,88150,133,0.511,5.098,0.842,1,0.18,75.0,126,1.0555555555555556,827300,6220.300751879699,57000,59,2.254237288135593,30,4.433333333333334,20,6.65,0.4812030075187969,7,45,34,970,1316750,9900.375939849624,63000,129480,973.533834586466,11068,32.0,0.0,3.3157894736842106,0.3533834586466165,0.6390977443609023,0.4736842105263157,0.1654135338345864,0.3684210526315789,0.4887218045112781,0.7368421052631579,0.8120300751879699,0.3157894736842105,0.3007518796992481,0.112781954887218,0.0,1
PRV54966,3.329621380846325,200.0,11.900890868596882,11.971603563474387,2465.406458797328,34180,4427870,723.6358574610244,11800,1299650,1796,0.402,2.273,0.813,1,0.192,75.0,1289,1.3933281613653996,502010,279.51559020044544,3300,10,179.6,9,199.5555555555556,6,299.3333333333333,0.0,6,54,24,800,8643590,4812.689309576837,133090,1020586,568.2550111358574,31068,0.0,0.0,0.0,0.4187082405345211,0.6041202672605791,0.4270601336302895,0.155902004454343,0.3229398663697104,0.4393095768374165,0.7143652561247216,0.7811804008908686,0.3195991091314031,0.3379732739420935,0.0913140311804008,0.0083518930957683,1
PRV55467,5.926121372031663,1068.0,11.955696202531646,11.967827004219409,2090.495780590717,17200,3963580,675.1476793248945,4800,1280080,1896,0.425,2.333,0.888,1,0.225,73.0,703,2.6970128022759603,569280,300.253164556962,16000,14,135.42857142857142,11,172.36363636363637,7,270.85714285714283,0.0031645569620253,2,36,21,860,9197850,4851.18670886076,94000,1032936,544.7974683544304,10204,9.0,0.0,0.0174050632911392,0.4029535864978903,0.5669831223628692,0.4182489451476793,0.1434599156118143,0.3449367088607595,0.4187763713080168,0.6819620253164557,0.7278481012658228,0.2974683544303797,0.3217299578059072,0.0770042194092827,0.0121308016877637,1
PRV53142,369.8545454545455,1068.0,11.83783783783784,12.0,2474.954954954955,26860,274720,747.4774774774775,5480,82970,111,0.468,4.297,0.919,1,0.234,73.0,98,1.1326530612244898,394050,3550.0,33000,78,1.4230769230769231,34,3.264705882352941,33,3.363636363636364,0.3513513513513513,7,54,42,999,1107820,9980.36036036036,125240,104596,942.3063063063064,5340,36.0,0.0,2.27027027027027,0.4504504504504504,0.6846846846846847,0.4234234234234234,0.1801801801801801,0.3783783783783784,0.5225225225225225,0.7747747747747747,0.7927927927927928,0.3063063063063063,0.4594594594594595,0.1171171171171171,0.0,1
PRV54382,266.31496062992125,1068.0,11.922178988326849,11.883268482490273,2314.513618677043,30060,594830,665.8365758754863,5690,171120,257,0.428,3.44,0.856,1,0.233,73.0,214,1.2009345794392523,704830,2742.529182879377,57000,87,2.954022988505747,29,8.862068965517242,50,5.14,0.2568093385214007,8,45,43,992,2105910,8194.20233463035,99500,203268,790.9260700389106,5340,25.0,0.0,1.5992217898832686,0.4396887159533074,0.6498054474708171,0.4474708171206226,0.1712062256809338,0.3501945525291828,0.4708171206225681,0.7354085603112841,0.7470817120622568,0.3229571984435798,0.3657587548638132,0.1322957198443579,0.0038910505836575,1
PRV53668,1068.0,1068.0,12.0,12.0,4841.25,31210,77460,603.75,5740,9660,16,0.75,5.625,1.0,1,0.25,67.0,16,1.0,141200,8825.0,31000,6,2.6666666666666665,3,5.333333333333333,3,5.333333333333333,1.0,2,30,6,150,179900,11243.75,36000,24564,1535.25,3204,23.0,4.5,5.625,0.625,0.6875,0.625,0.125,0.4375,0.5625,0.9375,0.8125,0.4375,0.4375,0.1875,0.0,1
PRV54070,2.576687116564417,200.0,11.96387184730743,11.920927062031357,2040.824812542604,36180,2993890,591.1233810497614,9040,867178,1467,0.413,2.334,0.908,1,0.189,74.0,1177,1.2463891248937975,393990,268.56850715746424,3300,255,5.752941176470588,134,10.947761194029852,186,7.887096774193548,0.0,38,54,96,992,6250420,4260.68166325835,103000,672856,458.6612133605999,36136,0.0,0.0,0.0,0.3694614860259032,0.567143830947512,0.3865030674846625,0.1336059986366735,0.278118609406953,0.4001363326516701,0.6837082481254261,0.7709611451942741,0.283571915473756,0.2978868438991138,0.0756646216768916,0.0027266530334014,1
PRV56225,91.17887563884156,1068.0,11.89795918367347,12.0,2228.0442176870747,17010,1310090,716.6156462585034,6970,421370,588,0.316,2.929,0.777,1,0.162,74.0,312,1.8846153846153848,761100,1294.3877551020407,74000,9,65.33333333333333,7,84.0,5,117.6,0.0850340136054421,2,42,12,440,3597240,6117.755102040816,83400,294476,500.8095238095238,8136,36.0,0.0,0.6530612244897959,0.4047619047619047,0.576530612244898,0.3741496598639456,0.1904761904761904,0.282312925170068,0.3758503401360544,0.6717687074829932,0.7704081632653061,0.3027210884353741,0.2329931972789115,0.086734693877551,0.0136054421768707,1
PRV56719,161.34328358208955,1068.0,12.0,11.64179104477612,1789.1044776119404,13040,119870,468.955223880597,2310,31420,67,0.418,3.851,0.731,1,0.119,73.0,57,1.1754385964912282,123600,1844.7761194029847,34000,51,1.3137254901960784,20,3.35,23,2.9130434782608696,0.1492537313432835,5,54,19,953,482210,7197.164179104478,63000,49088,732.6567164179105,8204,22.0,0.0,1.0597014925373134,0.2985074626865671,0.5074626865671642,0.3582089552238806,0.1044776119402985,0.2985074626865671,0.4776119402985074,0.7164179104477612,0.7761194029850746,0.3880597014925373,0.373134328358209,0.0597014925373134,0.0,1
PRV57209,17.247292418772563,1068.0,11.925992779783394,11.981949458483754,2533.619133574008,32240,2807250,724.3321299638989,11800,802560,1108,0.362,2.84,0.807,1,0.214,73.0,564,1.9645390070921984,485040,437.7617328519856,24000,157,7.057324840764331,98,11.306122448979592,112,9.892857142857142,0.0135379061371841,13,49,53,981,6402790,5778.691335740073,87000,742628,670.2418772563177,14204,19.0,0.0,0.0866425992779783,0.434115523465704,0.6155234657039711,0.388086642599278,0.1444043321299639,0.2987364620938628,0.3925992779783393,0.7328519855595668,0.7788808664259927,0.2779783393501805,0.3032490974729241,0.1037906137184115,0.009927797833935,1
PRV55163,4.647359454855196,1068.0,11.959114139693355,11.982964224872232,2633.901192504259,27110,1546100,831.4310051107325,7960,488050,587,0.429,2.857,0.838,1,0.184,73.0,365,1.6082191780821915,168750,287.4787052810903,13000,42,13.976190476190476,28,20.964285714285715,31,18.93548387096774,0.0017035775127768,5,45,44,960,2672210,4552.316865417377,79000,265388,452.10902896081774,5068,5.0,0.0,0.0085178875638841,0.4633730834752981,0.5877342419080068,0.3867120954003407,0.1192504258943781,0.2504258943781942,0.4412265758091993,0.6797274275979557,0.778534923339012,0.303236797274276,0.313458262350937,0.1226575809199318,0.0051107325383304,1
PRV56706,93.9306358381503,1068.0,12.0,11.96541786743516,2718.011527377522,26060,943150,813.6887608069164,6520,282350,347,0.375,3.141,0.807,1,0.251,72.0,144,2.4097222222222223,346360,998.1556195965418,20000,17,20.41176470588235,14,24.785714285714285,10,34.7,0.0893371757925072,2,45,9,882,2420940,6976.772334293948,66990,272868,786.3631123919308,5340,22.0,0.0,0.5504322766570605,0.3890489913544668,0.6080691642651297,0.4956772334293948,0.1757925072046109,0.3573487031700288,0.5504322766570605,0.7377521613832853,0.7838616714697406,0.2622478386167147,0.30835734870317,0.1959654178674351,0.0,1
PRV52115,232.8314606741573,1068.0,11.733333333333333,11.977777777777778,2175.8888888888887,26390,195830,831.1111111111111,7110,74800,90,0.511,3.278,0.767,1,0.211,71.0,74,1.2162162162162162,241500,2683.333333333333,40000,37,2.4324324324324325,14,6.428571428571429,19,4.7368421052631575,0.2222222222222222,4,54,13,660,583680,6485.333333333333,57000,82040,911.5555555555557,10204,31.0,0.0,1.7666666666666666,0.3111111111111111,0.5777777777777777,0.5111111111111111,0.1444444444444444,0.2777777777777778,0.3777777777777777,0.6888888888888889,0.7333333333333333,0.3444444444444444,0.3666666666666666,0.1,0.0,1
PRV52019,277.054956343092,1068.0,11.93880673125956,11.989801121876594,2096.8179500254973,38180,4111860,592.0305966343702,10010,1160972,1961,0.428,3.494,0.838,1,0.202,74.0,1734,1.1309111880046137,5996050,3057.6491585925546,98000,643,3.0497667185069983,297,6.602693602693603,112,17.508928571428573,0.2631310555838858,36,54,88,999,15835590,8075.262621111678,147000,1678786,856.086690464049,17068,36.0,0.0,1.8194798572157065,0.4385517593064763,0.604793472718001,0.4513003569607343,0.138194798572157,0.3666496685364609,0.4390617032126466,0.7225905150433453,0.7786843447220806,0.3171851096379398,0.3263640999490056,0.11116777154513,0.0086690464048954,1
PRV54950,301.6666666666667,1068.0,12.0,11.333333333333334,1314.4444444444443,5230,23660,407.22222222222223,1690,7330,18,0.222,4.444,0.611,1,0.389,77.0,18,1.0,75400,4188.888888888889,37000,14,1.2857142857142858,6,3.0,7,2.571428571428572,0.2777777777777778,4,54,8,999,140100,7783.333333333333,46600,11748,652.6666666666666,3204,28.0,0.0,3.6666666666666665,0.4444444444444444,0.6111111111111112,0.5,0.1111111111111111,0.5,0.4444444444444444,0.6666666666666666,0.6666666666666666,0.2222222222222222,0.3888888888888889,0.2222222222222222,0.0,1
PRV51842,422.43150684931504,1068.0,11.877551020408164,11.870748299319729,2626.56462585034,33210,772210,651.6530612244898,5940,191586,294,0.486,4.078,0.871,1,0.197,71.0,223,1.3183856502242153,1220600,4151.700680272109,45000,86,3.4186046511627906,25,11.76,48,6.125,0.3979591836734694,15,54,40,940,2988900,10166.326530612245,77200,344364,1171.3061224489795,35068,24.0,0.0,2.346938775510204,0.3673469387755102,0.5918367346938775,0.4761904761904761,0.1326530612244898,0.3877551020408163,0.4353741496598639,0.7312925170068028,0.7142857142857143,0.2312925170068027,0.2993197278911564,0.0918367346938775,0.0068027210884353,1
